year,source,target,cumulative_volume_af,transmission_kwh/af
Predicted 2015,1805031PD,1805031E,199920.0,318.2
Predicted 2015,1805033PD,1805033E,2450.56,318.2
Predicted 2015,1805035PD,1805035E,5808.0,318.2
Predicted 2015,1805039PD,1805039E,2718.6,120.0
Predicted 2015,1805043NPD,1805043E,1737.5,381.84
Predicted 2015,1805043PD,1805043E,24200.0,318.2
Predicted 2015,1805045PD,1805045E,3481.56,318.2
Predicted 2015,1805047NPD,1805047E,1899.644148,381.84
Predicted 2015,1805047PD,1805047E,3562.9836119999995,318.2
Predicted 2015,1805049NPD,1805049E,534.0,381.84
Predicted 2015,1805049PD,1805049E,23927.5,318.2
Predicted 2015,1805051PD,1805051E,5034.0,318.2
Predicted 2015,1805053PD,1805053E,3744.75,318.2
Predicted 2015,1805055PD,1805055E,4117.41,318.2
Predicted 2015,1805057NPD,1805057E,14.0,381.84
Predicted 2015,1805057PD,1805057E,2753.4,318.2
Predicted 2015,1805059NPD,1805059E,1109.0174470000002,381.84
Predicted 2015,1805059PD,1805059E,9404.36056,318.2
Predicted 2015,1805061NPD,1805061E,513.0,381.84
Predicted 2015,1805061PD,1805061E,12613.0,318.2
Predicted 2015,1805063PD,1805063E,13050.9,318.2
Predicted 2015,1805067NPD,1805067E,218.0,381.84
Predicted 2015,1805067PD,1805067E,10948.0,318.2
Predicted 2015,1805071NPD,1805071E,335.0,381.84
Predicted 2015,1805071PD,1805071E,10586.0,318.2
Predicted 2015,1805073NPD,1805073E,465.0,381.84
Predicted 2015,1805073PD,1805073E,8920.84,318.2
Predicted 2015,1805075NPD,1805075E,140.0,381.84
Predicted 2015,1805075PD,1805075E,15297.1,318.2
Predicted 2015,1805077NPD,1805077E,987.0,381.84
Predicted 2015,1805077PD,1805077E,9916.83,318.2
Predicted 2015,1805079PD,1805079E,4476.220015999999,318.2
Predicted 2015,1805081NPD,1805081E,2464.0,322.5390909
Predicted 2015,1805081PD,1805081E,84558.34814,318.2
Predicted 2015,1805083NPD,1805083E,5148.0,381.84
Predicted 2015,1805083PD,1805083E,21592.8,318.2
Predicted 2015,1805085NPD,1805085E,2556.0,381.84
Predicted 2015,1805085PD,1805085E,127712.7,318.2
Predicted 2015,1805087NPD,1805087E,4000.0,381.84
Predicted 2015,1805087PD,1805087E,21227.7,318.2
Predicted 2015,1805089NPD,1805089E,2933.491276,381.84
Predicted 2015,1805089PD,1805089E,233368.0,318.2
Predicted 2015,1805091PD,1805091E,2448.7,318.2
Predicted 2015,1805093PD,1805093E,3671.14,318.2
Predicted 2015,1805095NPD,1805095E,1400.0,381.84
Predicted 2015,1805095PD,1805095E,19132.89,318.2
Predicted 2015,1805099PD,1805099E,3153.15,318.2
Predicted 2015,1805101PD,1805101E,947.2,318.2
Predicted 2015,1806003PD,1806003E,3123.0,163.1
Predicted 2015,1806007PD,1806007E,1813.5,163.1
Predicted 2015,1806009PD,1806009E,18947.7,163.1
Predicted 2015,1806011PD,1806011E,11665.6,151.2662461
Predicted 2015,1806013NPD,1806013E,366.51,195.72
Predicted 2015,1806013PD,1806013E,803.7,163.1
Predicted 2015,1806015PD,1806015E,2289.0,163.1
Predicted 2015,1806017PD,1806017E,543.43,163.1
Predicted 2015,1806019PD,1806019E,8424.87,163.1
Predicted 2015,1806021PD,1806021E,8082.0,10.0
Predicted 2015,1806023NPD,1806023E,1070.0,195.72
Predicted 2015,1806023PD,1806023E,9283.2,163.1
Predicted 2015,1806027PD,1806027E,1765.6,163.1
Predicted 2015,1806031NPD,1806031E,480.0,195.72
Predicted 2015,1806031PD,1806031E,3832.22,163.1
Predicted 2015,1806035NPD,1806035E,6.0,195.72
Predicted 2015,1806035PD,1806035E,5199.14,163.1
Predicted 2015,1806039NPD,1806039E,390.0,195.72
Predicted 2015,1806039PD,1806039E,6134.0,163.1
Predicted 2015,1806043PD,1806043E,8842.56,163.1
Predicted 2015,1806045PD,1806045E,1325.52,163.1
Predicted 2015,1806047PD,1806047E,2587.04,163.1
Predicted 2015,1806051PD,1806051E,7926.5,163.1
Predicted 2015,1806053NPD,1806053E,710.5,195.72
Predicted 2015,1806053PD,1806053E,1868.16,163.1
Predicted 2015,1806059NPD,1806059E,100.0,195.72
Predicted 2015,1806059PD,1806059E,5676.0,163.1
Predicted 2015,1806061PD,1806061E,8730.0,0.0
Predicted 2015,1806063PD,1806063E,10876.25,163.1
Predicted 2015,1806065PD,1806065E,10337.49804,163.1
Predicted 2015,1806067PD,1806067E,13667.13,163.1
Predicted 2015,1806071NPD,1806071E,191.0,195.72
Predicted 2015,1806071PD,1806071E,1469.16,163.1
Predicted 2015,1806073NPD,1806073E,287.0,195.72
Predicted 2015,1806073PD,1806073E,2323.0,163.1
Predicted 2015,1806075PD,1806075E,4047.68,163.1
Predicted 2015,1806077NPD,1806077E,65.5,195.72
Predicted 2015,1806077PD,1806077E,3704.53,163.1
Predicted 2015,1806079NPD,1806079E,2000.0,195.72
Predicted 2015,1806079PD,1806079E,6720.0,163.1
Predicted 2015,1807001PD,1807001E,11407.0,163.1
Predicted 2015,1807003NPD,1807003E,110.0,195.72
Predicted 2015,1807003PD,1807003E,68542.0,163.1
Predicted 2015,1807005PD,1807005E,16452.0,163.1
Predicted 2015,1807007PD,1807007E,18071.5,163.1
Predicted 2015,1807009NPD,1807009E,4637.0,67.40669398
Predicted 2015,1807009PD,1807009E,4271.0,163.1
Predicted 2015,1807013NPD,1807013E,50.5,195.72
Predicted 2015,1807013PD,1807013E,5805.0,163.1
Predicted 2015,1807015PD,1807015E,10809.15,163.1
Predicted 2015,1807019PD,1807019E,2050.75,163.1
Predicted 2015,1807021PD,1807021E,10539.0,163.1
Predicted 2015,1807023NPD,1807023E,991.5,195.72
Predicted 2015,1807023PD,1807023E,15817.0,163.1
Predicted 2015,1807025NPD,1807025E,1580.0,195.72
Predicted 2015,1807025PD,1807025E,15087.5,163.1
Predicted 2015,1807029NPD,1807029E,4134.0,195.72
Predicted 2015,1807029PD,1807029E,28534.68,291.0
Predicted 2015,1807031NPD,1807031E,500.0,195.72
Predicted 2015,1807031PD,1807031E,17237.72,345.0
Predicted 2015,1807032NPD,1807032E,155.0,195.72
Predicted 2015,1807032PD,1807032E,13143.08,326.0
Predicted 2015,1807033PD,1807033E,18267.06,2455.0
Predicted 2015,1807034NPD,1807034E,210.5,195.72
Predicted 2015,1807034PD,1807034E,7835.1,502.0
Predicted 2015,1807035NPD,1807035E,53.5,195.72
Predicted 2015,1807035PD,1807035E,21873.92,163.1
Predicted 2015,1807037PD,1807037E,12297.6,163.1
Predicted 2015,1807039PD,1807039E,17665.92,163.1
Predicted 2015,1807041IMP,1807045E,1708.0,25.0
Predicted 2015,1807041NPD,1807041E,3143.5,195.72
Predicted 2015,1807041PD,1807041E,103897.82,163.1
Predicted 2015,1807043NPD,1807043E,119.5,195.72
Predicted 2015,1807043PD,1807043E,9395.75,163.1
Predicted 2015,1807045NPD,1807045E,1068.0,195.72
Predicted 2015,1807045PD,1807045E,9725.1,163.1
Predicted 2015,1807047NPD,1807047E,151.0,195.72
Predicted 2015,1807047PD,1807047E,18601.44,163.1
Predicted 2015,1807049PD,1807049E,3542.8,163.1
Predicted 2015,1807053NPD,1807053E,50.0,195.72
Predicted 2015,1807053PD,1807053E,31537.32,163.1
Predicted 2015,1807055NPD,1807055E,6700.0,195.72
Predicted 2015,1807055PD,1807055E,199958.4,163.1
Predicted 2015,1807057NPD,1807057E,2046.0,195.72
Predicted 2015,1807057PD,1807057E,7410.0,163.1
Predicted 2015,1807059NPD,1807059E,8190.0,195.72
Predicted 2015,1807059PD,1807059E,16466.49,163.1
Predicted 2015,1807063NPD,1807063E,1200.0,195.72
Predicted 2015,1807063PD,1807063E,17750.0,163.1
Predicted 2015,1807065PD,1807065E,12840.0,163.1
Predicted 2015,1807067PD,1807067E,7492.36,163.1
Predicted 2015,1807069NPD,1807069E,2611.0,195.72
Predicted 2015,1807069PD,1807069E,38434.72,262.05
Predicted 2015,1807075PD,1807075E,5145.0,163.1
Predicted 2015,1807079NPD,1807079E,2400.0,195.72
Predicted 2015,1807079PD,1807079E,53667.89,163.1
Predicted 2015,1807081NPD,1807081E,787.0,195.72
Predicted 2015,1807081PD,1807081E,15707.51,163.1
Predicted 2015,1807085PD,1807085E,25379.66,163.1
Predicted 2015,1807087IMP,1807181E,1000.0,163.1
Predicted 2015,1807087NPD,1807087E,27098.0,195.72
Predicted 2015,1807087PD,1807087E,37400.0,163.1
Predicted 2015,1807089PD,1807089E,2431.44,163.1
Predicted 2015,1807093NPD,1807093E,600.0,195.72
Predicted 2015,1807093PD,1807093E,8875.0,163.1
Predicted 2015,1807095NPD,1807095E,9415.0,370.8605502
Predicted 2015,1807095PD,1807095E,20561.5,163.1
Predicted 2015,1807097NPD,1807097E,4800.0,195.72
Predicted 2015,1807097PD,1807097E,16387.5,163.1
Predicted 2015,1807099NPD,1807099E,543.0,195.72
Predicted 2015,1807099PD,1807099E,8996.4,163.1
Predicted 2015,1807103NPD,1807103E,60.0,195.72
Predicted 2015,1807103PD,1807103E,3975.48,163.1
Predicted 2015,1807105NPD,1807105E,750.0,195.72
Predicted 2015,1807105PD,1807105E,8910.0,163.1
Predicted 2015,1807109PD,1807109E,30043.65,163.1
Predicted 2015,1807111PD,1807111E,28947.6,163.1
Predicted 2015,1807113NPD,1807113E,831.0,195.72
Predicted 2015,1807113PD,1807113E,28690.48,163.1
Predicted 2015,1807117NPD,1807117E,50.0,195.72
Predicted 2015,1807117PD,1807117E,6212.4,50.001197600000005
Predicted 2015,1807119NPD,1807119E,130.0,195.72
Predicted 2015,1807119PD,1807119E,5768.78,39.994248
Predicted 2015,1807121PD,1807121E,12295.8,108.0
Predicted 2015,1807123PD,1807123E,3042.2,163.1
Predicted 2015,1807125PD,1807125E,6173.34,163.1
Predicted 2015,1807127PD,1807127E,5418.8,163.1
Predicted 2015,1807129NPD,1807129E,300.0,195.72
Predicted 2015,1807129PD,1807129E,5924.2,95.25522771
Predicted 2015,1807131PD,1807131E,2250.69,90.0
Predicted 2015,1807133PD,1807133E,8210.04,68.0
Predicted 2015,1807135PD,1807135E,3938.55,163.1
Predicted 2015,1807137PD,1807137E,3137.2,163.1
Predicted 2015,1807139PD,1807139E,13939.26,150.8159215
Predicted 2015,1807141PD,1807141E,8642.49,167.0
Predicted 2015,1807143NPD,1807143E,400.0,195.72
Predicted 2015,1807143PD,1807143E,35061.93,130.472083
Predicted 2015,1807145PD,1807145E,17485.88,68.0
Predicted 2015,1807147NPD,1807147E,100.0,195.72
Predicted 2015,1807147PD,1807147E,4932.4,163.1
Predicted 2015,1807149PD,1807149E,35822.6,163.1
Predicted 2015,1807151PD,1807151E,3886.63,163.1
Predicted 2015,1807153PD,1807153E,30776.6,163.1
Predicted 2015,1807155NPD,1807155E,51.0,195.72
Predicted 2015,1807155PD,1807155E,5593.0,163.1
Predicted 2015,1807159NPD,1807159E,530.0,195.72
Predicted 2015,1807159PD,1807159E,11895.8,163.1
Predicted 2015,1807161PD,1807161E,51289.0,163.1
Predicted 2015,1807161SW,1807161E,16000.0,163.1
Predicted 2015,1807163NPD,1807163E,20772.42,192.4145358
Predicted 2015,1807163PD,1807163E,84358.8,163.1
Predicted 2015,1807163SW,1807163E,2160.0,163.1
Predicted 2015,1807165NPD,1807165E,250.0,195.72
Predicted 2015,1807165PD,1807165E,25331.18,163.1
Predicted 2015,1807169PD,1807169E,9840.0,163.1
Predicted 2015,1807173PD,1807173E,2648.0,163.1
Predicted 2015,1807177PD,1807177E,7656.55,163.1
Predicted 2015,1807179NPD,1807179E,100.0,195.72
Predicted 2015,1807179PD,1807179E,4289.1,163.1
Predicted 2015,1807181NPD,1807181E,400.0,195.72
Predicted 2015,1807181PD,1807181E,8957.52,163.1
Predicted 2015,1807185NPD,1807185E,450.0,195.72
Predicted 2015,1807185PD,1807185E,8714.86,163.1
Predicted 2015,1807187NPD,1807187E,88.0,195.72
Predicted 2015,1807187PD,1807187E,22887.18,163.1
Predicted 2015,1807191PD,1807191E,2609.0,163.1
Predicted 2015,1807193PD,1807193E,6360.48,163.1
Predicted 2015,1807195PD,1807195E,2435.76,163.1
Predicted 2015,1807197NPD,1807197E,10100.0,195.72
Predicted 2015,1807197PD,1807197E,44865.6,163.1
Predicted 2015,1807199PD,1807199E,10163.7,163.1
Predicted 2015,1807202PD,1807202E,3556.0,163.1
Predicted 2015,1807203NPD,1807203E,16301.5,183.6106892
Predicted 2015,1807203PD,1807203E,550204.2,163.1
Predicted 2015,1807205PD,1807205E,6252.75,163.1
Predicted 2015,1807207NPD,1807207E,280.0,195.72
Predicted 2015,1807207PD,1807207E,5669.3,163.1
Predicted 2015,1807215NPD,1807215E,550.0,195.72
Predicted 2015,1807215PD,1807215E,18600.0,163.1
Predicted 2015,1807221NPD,1807221E,430.0,195.72
Predicted 2015,1807221PD,1807221E,11623.92,163.1
Predicted 2015,1807223NPD,1807223E,9.5,195.72
Predicted 2015,1807223PD,1807223E,3323.04,163.1
Predicted 2015,1807227NPD,1807227E,4250.0,195.72
Predicted 2015,1807227PD,1807227E,32100.0,163.1
Predicted 2015,1807229NPD,1807229E,3920.5,195.72
Predicted 2015,1807229PD,1807229E,188303.05,163.1
Predicted 2015,1807231NPD,1807231E,100.0,195.72
Predicted 2015,1807231PD,1807231E,12487.02,163.1
Predicted 2015,1807233NPD,1807233E,225.0,195.72
Predicted 2015,1807233PD,1807233E,16573.0,163.1
Predicted 2015,1807237NPD,1807237E,51.0,195.72
Predicted 2015,1807237PD,1807237E,2438.0,163.1
Predicted 2015,1807239NPD,1807239E,933.0,195.72
Predicted 2015,1807239PD,1807239E,28051.11,62.2
Predicted 2015,1807241NPD,1807241E,3200.0,195.72
Predicted 2015,1807241PD,1807241E,20484.46,163.1
Predicted 2015,1807243NPD,1807243E,4173.0,752.0
Predicted 2015,1807243PD,1807243E,37715.4,163.1
Predicted 2015,1807245PD,1807245E,30524.4,163.1
Predicted 2015,1807247PD,1807247E,2161.08,163.1
Predicted 2015,1807249NPD,1807249E,4400.0,195.72
Predicted 2015,1807249PD,1807249E,39497.04,163.1
Predicted 2015,1807250NPD,1807250E,900.0,195.72
Predicted 2015,1807250PD,1807250E,32492.46,163.1
Predicted 2015,1807253NPD,1807253E,363.0,195.72
Predicted 2015,1807253PD,1807253E,6827.08,163.1
Predicted 2015,1807255NPD,1807255E,270.0,195.72
Predicted 2015,1807255PD,1807255E,14236.8,163.1
Predicted 2015,1807257NPD,1807257E,565.0,195.72
Predicted 2015,1807257PD,1807257E,36310.0,163.1
Predicted 2015,1807261PD,1807261E,4914.9,163.1
Predicted 2015,1807263PD,1807263E,3680.0,163.1
Predicted 2015,1807265NPD,1807265E,100.0,195.72
Predicted 2015,1807265PD,1807265E,21170.94,163.1
Predicted 2015,1807267PD,1807267E,2420.68,163.1
Predicted 2015,1807269PD,1807269E,2395.0,163.1
Predicted 2015,1807273NPD,1807273E,19960.0,195.72
Predicted 2015,1807273PD,1807273E,20603.64,163.1
Predicted 2015,1807275PD,1807275E,7961.23,163.1
Predicted 2015,1807277NPD,1807277E,4522.0,195.72
Predicted 2015,1807277PD,1807277E,49372.2,423.0
Predicted 2015,1807279NPD,1807279E,2214.0,195.72
Predicted 2015,1807279PD,1807279E,26292.2,163.1
Predicted 2015,1807283NPD,1807283E,3300.0,195.72
Predicted 2015,1807283PD,1807283E,2501.0,163.1
Predicted 2015,1807285NPD,1807285E,12175.0,195.72
Predicted 2015,1807285PD,1807285E,65221.52,163.1
Predicted 2015,1807289NPD,1807289E,3000.0,195.72
Predicted 2015,1807289PD,1807289E,8960.0,163.1
Predicted 2015,1807291PD,1807291E,6536.0,163.1
Predicted 2015,1807293PD,1807293E,2271.0,163.1
Predicted 2015,1807299NPD,1807299E,2800.0,195.72
Predicted 2015,1807299PD,1807299E,51188.34,163.1
Predicted 2015,1807301PD,1807301E,62846.55,163.1
Predicted 2015,1807303NPD,1807303E,350.0,195.72
Predicted 2015,1807303PD,1807303E,21300.0,163.1
Predicted 2015,1807305NPD,1807305E,1500.0,195.72
Predicted 2015,1807305PD,1807305E,7228.5,163.1
Predicted 2015,1807307NPD,1807307E,9253.0,195.72
Predicted 2015,1807307PD,1807307E,165628.09,163.1
Predicted 2015,1807309PD,1807309E,179680.6,163.1
Predicted 2015,1807311NPD,1807311E,600.0,195.72
Predicted 2015,1807311PD,1807311E,5872.02,163.1
Predicted 2015,1807315PD,1807315E,7383.64,163.1
Predicted 2015,1807317NPD,1807317E,1500.0,195.72
Predicted 2015,1807317PD,1807317E,38147.67,29.0
Predicted 2015,1807321NPD,1807321E,3000.0,195.72
Predicted 2015,1807321PD,1807321E,29017.63,29.0
Predicted 2015,1807329NPD,1807329E,975.0,195.72
Predicted 2015,1807329PD,1807329E,6759.0,163.1
Predicted 2015,1807331NPD,1807331E,150.0,195.72
Predicted 2015,1807331PD,1807331E,47500.0,163.1
Predicted 2015,1807335NPD,1807335E,500.0,195.72
Predicted 2015,1807335PD,1807335E,9849.52,163.1
Predicted 2015,1807337NPD,1807337E,779.0,195.72
Predicted 2015,1807337PD,1807337E,5501.24,163.1
Predicted 2015,1807339NPD,1807339E,6519.5,195.72
Predicted 2015,1807339PD,1807339E,28567.0,163.1
Predicted 2015,1807341NPD,1807341E,280.0,195.72
Predicted 2015,1807341PD,1807341E,11479.2,163.1
Predicted 2015,1807347PD,1807347E,4720.0,163.1
Predicted 2015,1807349PD,1807349E,3097.2,163.1
Predicted 2015,1807351PD,1807351E,2773.65,163.1
Predicted 2015,1807355NPD,1807355E,550.0,195.72
Predicted 2015,1807355PD,1807355E,7108.0,163.1
Predicted 2015,1807357PD,1807357E,11520.88,163.1
Predicted 2015,1807361PD,1807361E,3726.06,163.1
Predicted 2015,1807366NPD,1807366E,703.0,307.0
Predicted 2015,1807366PD,1807366E,27320.57,307.0
Predicted 2015,1807367PD,1807367E,21186.9,307.0
Predicted 2015,1807373PD,1807373E,12987.45,163.1
Predicted 2015,1807375NPD,1807375E,1082.0,195.72
Predicted 2015,1807375PD,1807375E,7894.3,163.1
Predicted 2015,1807377NPD,1807377E,6500.0,195.72
Predicted 2015,1807377PD,1807377E,20304.9,163.1
Predicted 2015,1807379NPD,1807379E,517.5,195.72
Predicted 2015,1807379PD,1807379E,3999.0,163.1
Predicted 2015,1807381NPD,1807381E,580.0,195.72
Predicted 2015,1807381PD,1807381E,2046.0,163.1
Predicted 2015,1807382PD,1807382E,13230.0,163.1
Predicted 2015,1807385NPD,1807385E,486.0,752.0
Predicted 2015,1807385PD,1807385E,20334.6,163.1
Predicted 2015,1807387NPD,1807387E,1851.5,195.72
Predicted 2015,1807389PD,1807389E,24398.1,163.1
Predicted 2015,1807391NPD,1807391E,248.5,195.72
Predicted 2015,1807391PD,1807391E,10399.04,163.1
Predicted 2015,1807395PD,1807395E,3161.0,163.1
Predicted 2015,1807397NPD,1807397E,450.0,195.72
Predicted 2015,1807397PD,1807397E,9535.26,163.1
Predicted 2015,1807398NPD,1807398E,40.0,195.72
Predicted 2015,1807398PD,1807398E,24531.54,163.1
Predicted 2015,1807399NPD,1807399E,1800.0,195.72
Predicted 2015,1807399PD,1807399E,9541.44,163.1
Predicted 2015,1807401PD,1807401E,19264.0,163.1
Predicted 2015,1807403PD,1807403E,23137.66,163.1
Predicted 2015,1807407NPD,1807407E,8184.0,195.72
Predicted 2015,1807409PD,1807409E,25620.0,163.1
Predicted 2015,1807411NPD,1807411E,560.0,195.72
Predicted 2015,1807411PD,1807411E,65507.05,163.1
Predicted 2015,1807413PD,1807413E,11616.72,163.1
Predicted 2015,1807415NPD,1807415E,45.0,195.72
Predicted 2015,1807415PD,1807415E,8837.0,163.1
Predicted 2015,1807417PD,1807417E,26536.95,163.1
Predicted 2015,1807419NPD,1807419E,266.993604,195.72
Predicted 2015,1807419PD,1807419E,13188.8,163.1
Predicted 2015,1804000PD,1804000E,3486.0,17.6
Predicted 2015,1808003PD,1808003E,1781.0,17.6
Predicted 2015,1808005PD,1808005E,4668.72,17.6
Predicted 2015,1808009PD,1808009E,1049.4848849999998,17.6
Predicted 2015,1808011PD,1808011E,6978.3,17.6
Predicted 2015,1809001PD,1809001E,6320.668603,163.1
Predicted 2015,1809003IMP,1809003E,6612.0,0.0
Predicted 2015,1809003PD,1809003E,34336.0,163.1
Predicted 2015,1809005PD,1809005E,15057.0,28.0
Predicted 2015,1809011PD,1809011E,1067.4,163.1
Predicted 2015,1809013PD,1809013E,633.76,163.1
Predicted 2015,1809015PD,1809015E,8620.83,337.0
Predicted 2015,1809017NPD,1809017E,280.0,195.72
Predicted 2015,1809017PD,1809017E,17100.0,163.1
Predicted 2015,1809019PD,1809019E,8600.0,163.1
Predicted 2015,1809021PD,1809021E,1562.34,163.1
Predicted 2015,1809023NPD,1809023E,2700.0,195.72
Predicted 2015,1809023PD,1809023E,74390.0,163.1
Predicted 2015,1809025NPD,1809025E,240.0,195.72
Predicted 2015,1809025PD,1809025E,2353.52,163.1
Predicted 2015,1809027NPD,1809027E,500.0,195.72
Predicted 2015,1809027PD,1809027E,34000.0,163.1
Predicted 2015,1809029PD,1809029E,3268.5,163.1
Predicted 2015,1809031PD,1809031E,5952.0,163.1
Predicted 2015,1809033PD,1809033E,3339.0,163.1
Predicted 2015,1809039PD,1809039E,30192.88,163.1
Predicted 2015,1810001NPD,1810001E,840.0,21.12
Predicted 2015,1810001PD,1810001E,13883.0,17.6
Predicted 2015,1810003PD,1810003E,3836.0,17.6
Predicted 2015,1810007PD,1810007E,8606.4,17.6
Predicted 2015,1810009PD,1810009E,7993.98,17.6
Predicted 2015,1810011PD,1810011E,2374.0,17.6
Predicted 2015,1810013PD,1810013E,120768.0,17.6
Predicted 2015,1810015NPD,1810015E,6100.0,21.12
Predicted 2015,1810015PD,1810015E,40825.0,17.6
Predicted 2015,1810017PD,1810017E,11198.0,17.6
Predicted 2015,1810019PD,1810019E,3186.04,17.6
Predicted 2015,1810023NPD,1810023E,2800.36395,21.12
Predicted 2015,1810023PD,1810023E,3294.885207,17.6
Predicted 2015,1810025NPD,1810025E,850.0,21.12
Predicted 2015,1810025PD,1810025E,25000.0,17.6
Predicted 2015,1810027PD,1810027E,1858.23,17.6
Predicted 2015,1810029PD,1810029E,13200.0,17.6
Predicted 2015,1810035PD,1810035E,3636.33,17.6
Predicted 2015,GW1807-4-08 ,1807041E,4325.29,163.1
Predicted 2015,GW1807-9-01,1807329E,691.0,579.0
Predicted 2015,GW1808011,1808011E,739.0,177.0
Predicted 2015,GW1810-7-62,1810035E,124.0,476.0
Predicted 2015,GWR1805-2-09.01 ,1805003E,16200.0,318.2
Predicted 2015,GWR1807-4-12 ,1807025E,2100.0,163.1
Predicted 2015,GWR1807-8-02.01 ,1807161E,20000.0,163.1
Predicted 2015,R_AmericanMFRK,1802069E,73467.0,87.0
Predicted 2015,RES1804009,1804009E,4175.0,87.0
Predicted 2015,RES1805007,1805007E,457.86355819999994,87.0
Predicted 2015,RES1806063,1806063E,75.0,87.0
Predicted 2015,SW_CVPFKC,1803033E,53100.0,23.22
Predicted 2015,SW1802041,1802041E,5494.0,87.0
Predicted 2015,SW1802059,1802059E,160987.0,87.0
Predicted 2015,SW1803SWP11,1803041E,6548.3623689999995,88.165
Predicted 2015,SW1805049,1805049E,350.0,88.9
Predicted 2015,SW1805SWP05axf,1805007E,4795.662908,677.84
Predicted 2015,SW1807095,1807095E,4600.0,87.0
Predicted 2015,SW1807181,1807181E,500.0,87.0
Predicted 2015,SW1804000,1804000E,3366.0,87.0
Predicted 2015,SWP_YBACRD,1805001E,0.6888906490000001,318.2
Predicted 2015,XF1803019,1803019E,8600.0,25.0
Predicted 2015,XFRSDLRIO,1803083E,6500.0,87.0
